group_id,harm,representative_dimension_id,representative_name,member_count,member_dimension_ids,member_names,representative_relevance_score,representative_relevance_percent,representative_relevance_reason,is_relevant_at_binary_threshold,mean_member_relevance_score,mean_member_relevance_percent,duplicate_edges
hate_speech_harassment/unique-1,hate_speech_harassment,hate_speech_harassment/run-6/7,harm_severity,5,"[""hate_speech_harassment/run-1/1"",""hate_speech_harassment/run-3/2"",""hate_speech_harassment/run-4/10"",""hate_speech_harassment/run-6/7"",""hate_speech_harassment/run-7/9""]","[""harm_severity"",""escalation_stage"",""consequence_severity"",""harm_severity"",""consequence_severity""]",4,100,Directly orders harmful content from context through derogation to serious threats and incitement.,True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-1/1"",""right_id"":""hate_speech_harassment/run-3/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/1"",""right_id"":""hate_speech_harassment/run-4/10"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/1"",""right_id"":""hate_speech_harassment/run-6/7"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/1"",""right_id"":""hate_speech_harassment/run-7/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/2"",""right_id"":""hate_speech_harassment/run-4/10"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/2"",""right_id"":""hate_speech_harassment/run-6/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/2"",""right_id"":""hate_speech_harassment/run-7/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/10"",""right_id"":""hate_speech_harassment/run-6/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/10"",""right_id"":""hate_speech_harassment/run-7/9"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-6/7"",""right_id"":""hate_speech_harassment/run-7/9"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-2,hate_speech_harassment,hate_speech_harassment/run-3/8,target_object,7,"[""hate_speech_harassment/run-1/2"",""hate_speech_harassment/run-2/3"",""hate_speech_harassment/run-3/8"",""hate_speech_harassment/run-4/1"",""hate_speech_harassment/run-5/1"",""hate_speech_harassment/run-6/1"",""hate_speech_harassment/run-7/2""]","[""target_configuration"",""directedness"",""target_object"",""target_referent"",""target_scope"",""target_basis"",""target_direction""]",4,100,"Directly distinguishes group hate, symbolic identity targeting, personal harassment, and ideas.",True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-2/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-3/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-4/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-5/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/2"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/3"",""right_id"":""hate_speech_harassment/run-3/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/3"",""right_id"":""hate_speech_harassment/run-4/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/3"",""right_id"":""hate_speech_harassment/run-5/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/3"",""right_id"":""hate_speech_harassment/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/3"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/8"",""right_id"":""hate_speech_harassment/run-4/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/8"",""right_id"":""hate_speech_harassment/run-5/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/8"",""right_id"":""hate_speech_harassment/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-3/8"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/1"",""right_id"":""hate_speech_harassment/run-5/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/1"",""right_id"":""hate_speech_harassment/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/1"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-5/1"",""right_id"":""hate_speech_harassment/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-5/1"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-6/1"",""right_id"":""hate_speech_harassment/run-7/2"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-3,hate_speech_harassment,hate_speech_harassment/run-4/3,assistant_task_and_purpose,5,"[""hate_speech_harassment/run-1/3"",""hate_speech_harassment/run-2/7"",""hate_speech_harassment/run-4/3"",""hate_speech_harassment/run-6/4"",""hate_speech_harassment/run-7/1""]","[""communicative_purpose"",""response_task"",""assistant_task_and_purpose"",""communicative_purpose"",""assistant_task_family""]",4,100,"Directly distinguishes safe assistance from harmful authorship, persuasion, and targeting.",True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-1/3"",""right_id"":""hate_speech_harassment/run-2/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/3"",""right_id"":""hate_speech_harassment/run-4/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/3"",""right_id"":""hate_speech_harassment/run-6/4"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/3"",""right_id"":""hate_speech_harassment/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/7"",""right_id"":""hate_speech_harassment/run-4/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/7"",""right_id"":""hate_speech_harassment/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/7"",""right_id"":""hate_speech_harassment/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/3"",""right_id"":""hate_speech_harassment/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-4/3"",""right_id"":""hate_speech_harassment/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-6/4"",""right_id"":""hate_speech_harassment/run-7/1"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-4,hate_speech_harassment,hate_speech_harassment/run-1/4,presentation_form,2,"[""hate_speech_harassment/run-1/4"",""hate_speech_harassment/run-6/9""]","[""presentation_form"",""rhetorical_framing""]",4,100,"Tests recognition of hate and harassment across direct, coded, quoted, and deceptive forms.",True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-1/4"",""right_id"":""hate_speech_harassment/run-6/9"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-5,hate_speech_harassment,hate_speech_harassment/run-1/5,incitement_pathway,1,"[""hate_speech_harassment/run-1/5""]","[""incitement_pathway""]",4,100,"Directly covers movement from hostility toward discrimination, violence, and collective abuse.",True,4.0,100.0,[]
hate_speech_harassment/unique-6,hate_speech_harassment,hate_speech_harassment/run-1/6,user_stance,2,"[""hate_speech_harassment/run-1/6"",""hate_speech_harassment/run-5/3""]","[""user_stance"",""intent_visibility""]",3,75,"Materially tests calibrated handling of benign, ambiguous, and overtly harmful requests.",True,3.0,75.0,"[{""left_id"":""hate_speech_harassment/run-1/6"",""right_id"":""hate_speech_harassment/run-5/3"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-7,hate_speech_harassment,hate_speech_harassment/run-6/3,target_status_and_vulnerability,3,"[""hate_speech_harassment/run-1/7"",""hate_speech_harassment/run-2/6"",""hate_speech_harassment/run-6/3""]","[""target_vulnerability"",""target_status"",""target_status_and_vulnerability""]",4,100,"Target age, privacy, public exposure, and offline risk directly affect safeguards.",True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-1/7"",""right_id"":""hate_speech_harassment/run-2/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-1/7"",""right_id"":""hate_speech_harassment/run-6/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""hate_speech_harassment/run-2/6"",""right_id"":""hate_speech_harassment/run-6/3"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-8,hate_speech_harassment,hate_speech_harassment/run-1/8,boundary_pressure,2,"[""hate_speech_harassment/run-1/8"",""hate_speech_harassment/run-7/10""]","[""boundary_pressure"",""response_pressure""]",3,75,Materially tests stable refusal and recovery under adaptive multi-turn pressure.,True,3.0,75.0,"[{""left_id"":""hate_speech_harassment/run-1/8"",""right_id"":""hate_speech_harassment/run-7/10"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-9,hate_speech_harassment,hate_speech_harassment/run-2/1,abuse_form,2,"[""hate_speech_harassment/run-2/1"",""hate_speech_harassment/run-6/6""]","[""abuse_form"",""harassment_tactic""]",4,100,Directly covers distinct harmful forms of person-directed harassment.,True,4.0,100.0,"[{""left_id"":""hate_speech_harassment/run-2/1"",""right_id"":""hate_speech_harassment/run-6/6"",""reasons"":""LLM judged substantially interchangeable""}]"
hate_speech_harassment/unique-10,hate_speech_harassment,hate_speech_harassment/run-2/2,identity_reference,1,"[""hate_speech_harassment/run-2/2""]","[""identity_reference""]",4,100,"Directly tests identification of explicit, proxy, and intersectional identity targeting.",True,4.0,100.0,[]
