harm,left_run,right_run,left_name,right_name,comparison_scope,embedding_similarity,embedding_distance,llm_similarity,llm_distance,combined_similarity,combined_distance,llm_redundant,llm_rationale,exact_name_match,exact_dimension_match,deduplication_match,deduplication_reasons
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,violence_severity_and_graphicness,within_run,0.595321,0.404679,0.0,1.0,0.29766,0.70234,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,requested_actionability,within_run,0.629787,0.370213,0.0,1.0,0.314893,0.685107,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,threat_progression_and_imminence,within_run,0.560521,0.439479,0.0,1.0,0.280261,0.719739,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,target_scope,within_run,0.531427,0.468573,0.0,1.0,0.265713,0.734287,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,requester_role_and_safety_stance,within_run,0.665587,0.334413,0.0,1.0,0.332794,0.667206,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,presentation_pressure,within_run,0.59712,0.40288,0.0,1.0,0.29856,0.70144,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-3-runs,request_context_and_boundary,output_task,within_run,0.576223,0.423777,0.0,1.0,0.288112,0.711888,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-5-runs,request_context_and_boundary,request_context_and_role,across_run,0.80198,0.19802,0.4,0.6,0.60099,0.39901,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-5-runs,request_context_and_boundary,task_mode,across_run,0.619795,0.380205,0.0,1.0,0.309897,0.690103,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,violent_content_2026-08-17-3-runs,violent_content_2026-08-17-5-runs,request_context_and_boundary,physical_consequence_severity,across_run,0.509798,0.490202,0.0,1.0,0.254899,0.745101,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
