group_id,harm,representative_dimension_id,representative_name,member_count,member_dimension_ids,member_names,representative_relevance_score,representative_relevance_percent,representative_relevance_reason,is_relevant_at_binary_threshold,mean_member_relevance_score,mean_member_relevance_percent,duplicate_edges
malicious_cyber_activity/unique-1,malicious_cyber_activity,malicious_cyber_activity/run-5/2,authorization_clarity,5,"[""malicious_cyber_activity/run-1/1"",""malicious_cyber_activity/run-3/1"",""malicious_cyber_activity/run-5/2"",""malicious_cyber_activity/run-6/1"",""malicious_cyber_activity/run-7/1""]","[""authorization_context"",""legitimate_scope_evidence"",""authorization_clarity"",""authorization_clarity"",""authorization_presentation""]",4,100,Clear authorization remains a core boundary between sanctioned exercises and attacks.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/1"",""right_id"":""malicious_cyber_activity/run-3/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/1"",""right_id"":""malicious_cyber_activity/run-5/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/1"",""right_id"":""malicious_cyber_activity/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/1"",""right_id"":""malicious_cyber_activity/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/1"",""right_id"":""malicious_cyber_activity/run-5/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/1"",""right_id"":""malicious_cyber_activity/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/1"",""right_id"":""malicious_cyber_activity/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/2"",""right_id"":""malicious_cyber_activity/run-6/1"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/2"",""right_id"":""malicious_cyber_activity/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-6/1"",""right_id"":""malicious_cyber_activity/run-7/1"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-2,malicious_cyber_activity,malicious_cyber_activity/run-1/2,request_purpose,2,"[""malicious_cyber_activity/run-1/2"",""malicious_cyber_activity/run-6/2""]","[""request_purpose"",""request_posture""]",4,100,"Purpose directly governs calibrated help, refusal, and safe redirection.",True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/2"",""right_id"":""malicious_cyber_activity/run-6/2"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-3,malicious_cyber_activity,malicious_cyber_activity/run-1/3,capability_uplift,4,"[""malicious_cyber_activity/run-1/3"",""malicious_cyber_activity/run-2/6"",""malicious_cyber_activity/run-3/6"",""malicious_cyber_activity/run-6/6""]","[""capability_uplift"",""assistance_granularity"",""assistance_transformation"",""requested_output_actionability""]",4,100,Incremental harmful capability is a core criterion for safe cyber responses.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/3"",""right_id"":""malicious_cyber_activity/run-2/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/3"",""right_id"":""malicious_cyber_activity/run-3/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/3"",""right_id"":""malicious_cyber_activity/run-6/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/6"",""right_id"":""malicious_cyber_activity/run-3/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/6"",""right_id"":""malicious_cyber_activity/run-6/6"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/6"",""right_id"":""malicious_cyber_activity/run-6/6"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-4,malicious_cyber_activity,malicious_cyber_activity/run-6/4,operation_stage,5,"[""malicious_cyber_activity/run-1/4"",""malicious_cyber_activity/run-3/5"",""malicious_cyber_activity/run-5/4"",""malicious_cyber_activity/run-6/4"",""malicious_cyber_activity/run-7/3""]","[""attack_lifecycle_stage"",""adversary_phase"",""malicious_trajectory_stage"",""operation_stage"",""operation_phase""]",4,100,Operation phase directly indicates the cyber misuse path and response boundary.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/4"",""right_id"":""malicious_cyber_activity/run-3/5"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/4"",""right_id"":""malicious_cyber_activity/run-5/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/4"",""right_id"":""malicious_cyber_activity/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/4"",""right_id"":""malicious_cyber_activity/run-7/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/5"",""right_id"":""malicious_cyber_activity/run-5/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/5"",""right_id"":""malicious_cyber_activity/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/5"",""right_id"":""malicious_cyber_activity/run-7/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/4"",""right_id"":""malicious_cyber_activity/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/4"",""right_id"":""malicious_cyber_activity/run-7/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-6/4"",""right_id"":""malicious_cyber_activity/run-7/3"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-5,malicious_cyber_activity,malicious_cyber_activity/run-1/5,impact_type,2,"[""malicious_cyber_activity/run-1/5"",""malicious_cyber_activity/run-6/11""]","[""impact_type"",""intended_security_impact""]",4,100,CIA and safety consequences are direct manifestations of malicious cyber harm.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/5"",""right_id"":""malicious_cyber_activity/run-6/11"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-6,malicious_cyber_activity,malicious_cyber_activity/run-1/6,target_criticality,4,"[""malicious_cyber_activity/run-1/6"",""malicious_cyber_activity/run-3/4"",""malicious_cyber_activity/run-5/9"",""malicious_cyber_activity/run-7/8""]","[""target_criticality"",""affected_scope"",""service_criticality_and_dependency"",""target_scope_criticality""]",4,100,Target importance directly changes potential severity and risk tolerance.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/6"",""right_id"":""malicious_cyber_activity/run-3/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/6"",""right_id"":""malicious_cyber_activity/run-5/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/6"",""right_id"":""malicious_cyber_activity/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/4"",""right_id"":""malicious_cyber_activity/run-5/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/4"",""right_id"":""malicious_cyber_activity/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/9"",""right_id"":""malicious_cyber_activity/run-7/8"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-7,malicious_cyber_activity,malicious_cyber_activity/run-7/9,campaign_scale,5,"[""malicious_cyber_activity/run-1/7"",""malicious_cyber_activity/run-2/7"",""malicious_cyber_activity/run-4/13"",""malicious_cyber_activity/run-6/12"",""malicious_cyber_activity/run-7/9""]","[""automation_scale"",""reach_and_scale"",""campaign_scale"",""automation_scope"",""campaign_scale""]",4,100,Sustained and distributed campaigns directly expand harm reach.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/7"",""right_id"":""malicious_cyber_activity/run-2/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/7"",""right_id"":""malicious_cyber_activity/run-4/13"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/7"",""right_id"":""malicious_cyber_activity/run-6/12"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/7"",""right_id"":""malicious_cyber_activity/run-7/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/7"",""right_id"":""malicious_cyber_activity/run-4/13"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/7"",""right_id"":""malicious_cyber_activity/run-6/12"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/7"",""right_id"":""malicious_cyber_activity/run-7/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-4/13"",""right_id"":""malicious_cyber_activity/run-6/12"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-4/13"",""right_id"":""malicious_cyber_activity/run-7/9"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-6/12"",""right_id"":""malicious_cyber_activity/run-7/9"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-8,malicious_cyber_activity,malicious_cyber_activity/run-1/8,adversarial_pressure,4,"[""malicious_cyber_activity/run-1/8"",""malicious_cyber_activity/run-2/8"",""malicious_cyber_activity/run-3/8"",""malicious_cyber_activity/run-7/12""]","[""adversarial_pressure"",""adversarial_framing"",""resistance_strategy"",""safeguard_evasion_pressure""]",4,100,Evasive framing directly tests refusal robustness in a text-only assistant.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/8"",""right_id"":""malicious_cyber_activity/run-2/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/8"",""right_id"":""malicious_cyber_activity/run-3/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-1/8"",""right_id"":""malicious_cyber_activity/run-7/12"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/8"",""right_id"":""malicious_cyber_activity/run-3/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/8"",""right_id"":""malicious_cyber_activity/run-7/12"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-3/8"",""right_id"":""malicious_cyber_activity/run-7/12"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-9,malicious_cyber_activity,malicious_cyber_activity/run-1/9,interaction_progression,2,"[""malicious_cyber_activity/run-1/9"",""malicious_cyber_activity/run-3/9""]","[""interaction_progression"",""decision_evidence_timing""]",4,100,"Harmful intent often emerges cumulatively, making dialogue-level safety assessment essential.",True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-1/9"",""right_id"":""malicious_cyber_activity/run-3/9"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-10,malicious_cyber_activity,malicious_cyber_activity/run-6/9,prerequisite_access,3,"[""malicious_cyber_activity/run-2/1"",""malicious_cyber_activity/run-5/7"",""malicious_cyber_activity/run-6/9""]","[""prior_access"",""access_privilege"",""prerequisite_access""]",4,100,Prior access directly affects the power and misuse potential of subsequent guidance.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-2/1"",""right_id"":""malicious_cyber_activity/run-5/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-2/1"",""right_id"":""malicious_cyber_activity/run-6/9"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""malicious_cyber_activity/run-5/7"",""right_id"":""malicious_cyber_activity/run-6/9"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-11,malicious_cyber_activity,malicious_cyber_activity/run-2/2,victim_participation,2,"[""malicious_cyber_activity/run-2/2"",""malicious_cyber_activity/run-6/10""]","[""victim_participation"",""required_user_interaction""]",3,75,Dependence on victim exposure or action materially distinguishes cyber misuse pathways.,True,3.0,75.0,"[{""left_id"":""malicious_cyber_activity/run-2/2"",""right_id"":""malicious_cyber_activity/run-6/10"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-12,malicious_cyber_activity,malicious_cyber_activity/run-2/3,operational_readiness,1,"[""malicious_cyber_activity/run-2/3""]","[""operational_readiness""]",3,75,Maturity changes the urgency and likely incremental value of a response.,True,3.0,75.0,[]
malicious_cyber_activity/unique-13,malicious_cyber_activity,malicious_cyber_activity/run-2/4,requested_output_form,2,"[""malicious_cyber_activity/run-2/4"",""malicious_cyber_activity/run-7/5""]","[""requested_output_form"",""requested_artifact""]",4,100,The requested artifact form directly affects how readily assistance can be misused.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-2/4"",""right_id"":""malicious_cyber_activity/run-7/5"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-14,malicious_cyber_activity,malicious_cyber_activity/run-2/5,harmful_objective,2,"[""malicious_cyber_activity/run-2/5"",""malicious_cyber_activity/run-7/4""]","[""harmful_objective"",""operation_objective""]",4,100,The intended malicious outcome is a direct core manifestation of cyber harm.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-2/5"",""right_id"":""malicious_cyber_activity/run-7/4"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-15,malicious_cyber_activity,malicious_cyber_activity/run-2/9,intent_trajectory,2,"[""malicious_cyber_activity/run-2/9"",""malicious_cyber_activity/run-7/2""]","[""intent_trajectory"",""intent_visibility""]",4,100,Whether intent is explicit or cumulative is central to detecting misuse in conversation.,True,4.0,100.0,"[{""left_id"":""malicious_cyber_activity/run-2/9"",""right_id"":""malicious_cyber_activity/run-7/2"",""reasons"":""LLM judged substantially interchangeable""}]"
malicious_cyber_activity/unique-16,malicious_cyber_activity,malicious_cyber_activity/run-3/2,stated_cyber_work_function,1,"[""malicious_cyber_activity/run-3/2""]","[""stated_cyber_work_function""]",3,75,Defensive work function materially guides useful safe alternatives and response depth.,True,3.0,75.0,[]
malicious_cyber_activity/unique-17,malicious_cyber_activity,malicious_cyber_activity/run-3/3,information_sensitivity,1,"[""malicious_cyber_activity/run-3/3""]","[""information_sensitivity""]",4,100,Requests involving secrets or confidential data create direct disclosure and misuse risk.,True,4.0,100.0,[]
