harm,left_run,right_run,left_name,right_name,comparison_scope,embedding_similarity,embedding_distance,llm_similarity,llm_distance,combined_similarity,combined_distance,llm_redundant,llm_rationale,exact_name_match,exact_dimension_match,deduplication_match,deduplication_reasons
violent_content,run-1,run-1,violence_severity,graphicness,within_run,0.56792,0.43208,0.0,1.0,0.28396,0.71604,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,target_scope,within_run,0.533163,0.466837,0.4,0.6,0.466582,0.533418,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,threat_specificity,within_run,0.483267,0.516733,0.0,1.0,0.241634,0.758366,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,imminence_signal,within_run,0.520097,0.479903,0.0,1.0,0.260049,0.739951,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,user_proximity,within_run,0.621136,0.378864,0.0,1.0,0.310568,0.689432,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,communicative_function,within_run,0.512029,0.487971,0.0,1.0,0.256014,0.743986,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-1,violence_severity,adversarial_pressure,within_run,0.467794,0.532206,0.0,1.0,0.233897,0.766103,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,request_legitimacy,across_run,0.515621,0.484379,0.0,1.0,0.25781,0.74219,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,knowledge_uplift,across_run,0.450718,0.549282,0.0,1.0,0.225359,0.774641,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,claimed_purpose,across_run,0.459624,0.540376,0.0,1.0,0.229812,0.770188,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,linguistic_directness,across_run,0.417149,0.582851,0.0,1.0,0.208574,0.791426,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,dialogue_pressure,across_run,0.426995,0.573005,0.0,1.0,0.213498,0.786502,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,violence_presentation,across_run,0.664169,0.335831,0.0,1.0,0.332085,0.667915,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,affected_entity,across_run,0.481563,0.518437,0.4,0.6,0.440782,0.559218,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,temporal_status,across_run,0.593502,0.406498,0.0,1.0,0.296751,0.703249,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-2,violence_severity,audience_age,across_run,0.504918,0.495082,0.0,1.0,0.252459,0.747541,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,participant_role,across_run,0.593992,0.406008,0.0,1.0,0.296996,0.703004,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,help_seeking_stance,across_run,0.524283,0.475717,0.0,1.0,0.262142,0.737858,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,trajectory_stage,across_run,0.66587,0.33413,0.0,1.0,0.332935,0.667065,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,threat_information_quality,across_run,0.546998,0.453002,0.0,1.0,0.273499,0.726501,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,violence_scale,across_run,0.71523,0.28477,0.4,0.6,0.557615,0.442385,False,LLM coordinated semantic labels; shared tags: consequence-scale.,False,False,False,
violent_content,run-1,run-3,violence_severity,response_need,across_run,0.539116,0.460884,0.0,1.0,0.269558,0.730442,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,endorsement_pressure,across_run,0.526517,0.473483,0.0,1.0,0.263259,0.736741,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,depiction_intensity,across_run,0.610711,0.389289,0.0,1.0,0.305356,0.694644,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,boundary_challenge,across_run,0.497012,0.502988,0.0,1.0,0.248506,0.751494,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-3,violence_severity,age_context,across_run,0.551237,0.448763,0.0,1.0,0.275618,0.724382,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
violent_content,run-1,run-4,violence_severity,user_role,across_run,0.57766,0.42234,0.0,1.0,0.28883,0.71117,False,LLM coordinated semantic labels; shared tags: none.,False,False,False,
