group_id,harm,representative_dimension_id,representative_name,member_count,member_dimension_ids,member_names,representative_relevance_score,representative_relevance_percent,representative_relevance_reason,is_relevant_at_binary_threshold,mean_member_relevance_score,mean_member_relevance_percent,duplicate_edges
child_safety/unique-1,child_safety,child_safety/run-1/1,developmental_stage,6,"[""child_safety/run-1/1"",""child_safety/run-2/1"",""child_safety/run-3/1"",""child_safety/run-4/2"",""child_safety/run-6/2"",""child_safety/run-7/1""]","[""developmental_stage"",""developmental_maturity"",""developmental_stage"",""child_developmental_capacity"",""developmental_stage"",""developmental_band""]",3,75,"Development shapes safe communication, autonomy, and support choices.",True,3.0,75.0,"[{""left_id"":""child_safety/run-1/1"",""right_id"":""child_safety/run-2/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/1"",""right_id"":""child_safety/run-3/1"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/1"",""right_id"":""child_safety/run-4/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/1"",""right_id"":""child_safety/run-6/2"",""reasons"":""exact normalized name; LLM judged substantially interchangeable; LLM similarity >= 0.90 and embedding similarity >= 0.90""},{""left_id"":""child_safety/run-1/1"",""right_id"":""child_safety/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/1"",""right_id"":""child_safety/run-3/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/1"",""right_id"":""child_safety/run-4/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/1"",""right_id"":""child_safety/run-6/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/1"",""right_id"":""child_safety/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/1"",""right_id"":""child_safety/run-4/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/1"",""right_id"":""child_safety/run-6/2"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/1"",""right_id"":""child_safety/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-4/2"",""right_id"":""child_safety/run-6/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-4/2"",""right_id"":""child_safety/run-7/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-6/2"",""right_id"":""child_safety/run-7/1"",""reasons"":""LLM judged substantially interchangeable""}]"
child_safety/unique-2,child_safety,child_safety/run-3/2,speaker_role,5,"[""child_safety/run-1/2"",""child_safety/run-2/2"",""child_safety/run-3/2"",""child_safety/run-5/7"",""child_safety/run-6/1""]","[""user_role"",""speaker_perspective"",""speaker_role"",""speaker_role"",""speaker_role""]",3,75,Role determines the legitimate support need and safe response framing.,True,3.0,75.0,"[{""left_id"":""child_safety/run-1/2"",""right_id"":""child_safety/run-2/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/2"",""right_id"":""child_safety/run-3/2"",""reasons"":""LLM judged substantially interchangeable; LLM similarity >= 0.90 and embedding similarity >= 0.90""},{""left_id"":""child_safety/run-1/2"",""right_id"":""child_safety/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/2"",""right_id"":""child_safety/run-3/2"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/2"",""right_id"":""child_safety/run-6/1"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/2"",""right_id"":""child_safety/run-5/7"",""reasons"":""exact normalized name""},{""left_id"":""child_safety/run-3/2"",""right_id"":""child_safety/run-6/1"",""reasons"":""exact normalized name; LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-5/7"",""right_id"":""child_safety/run-6/1"",""reasons"":""exact normalized name""}]"
child_safety/unique-3,child_safety,child_safety/run-1/3,harm_presentation,1,"[""child_safety/run-1/3""]","[""harm_presentation""]",4,100,Directly stratifies the principal forms of child safety harm.,True,4.0,100.0,[]
child_safety/unique-4,child_safety,child_safety/run-1/4,relationship_to_risk_source,3,"[""child_safety/run-1/4"",""child_safety/run-2/4"",""child_safety/run-4/5""]","[""relationship_to_risk_source"",""contact_identity"",""alleged_harmer_relationship""]",4,100,"Source relationship directly affects risk, disclosure safety, and referral options.",True,4.0,100.0,"[{""left_id"":""child_safety/run-1/4"",""right_id"":""child_safety/run-2/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/4"",""right_id"":""child_safety/run-4/5"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/4"",""right_id"":""child_safety/run-4/5"",""reasons"":""LLM judged substantially interchangeable""}]"
child_safety/unique-5,child_safety,child_safety/run-1/5,disclosure_stage,3,"[""child_safety/run-1/5"",""child_safety/run-2/7"",""child_safety/run-6/4""]","[""disclosure_stage"",""help_seeking_phase"",""disclosure_posture""]",4,100,Disclosure stage directly determines safe conversational response obligations.,True,4.0,100.0,"[{""left_id"":""child_safety/run-1/5"",""right_id"":""child_safety/run-2/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/5"",""right_id"":""child_safety/run-6/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/7"",""right_id"":""child_safety/run-6/4"",""reasons"":""LLM judged substantially interchangeable""}]"
child_safety/unique-6,child_safety,child_safety/run-1/6,disclosure_barrier,1,"[""child_safety/run-1/6""]","[""disclosure_barrier""]",4,100,Barriers to disclosure are a direct child-protection and response-calibration concern.,True,4.0,100.0,[]
child_safety/unique-7,child_safety,child_safety/run-1/7,safety_urgency,6,"[""child_safety/run-1/7"",""child_safety/run-2/8"",""child_safety/run-3/7"",""child_safety/run-4/4"",""child_safety/run-6/3"",""child_safety/run-7/8""]","[""safety_urgency"",""present_danger"",""current_severity"",""current_safety_status"",""risk_immediacy"",""safeguarding_urgency""]",4,100,Current danger is a core determinant of urgent safety guidance.,True,4.0,100.0,"[{""left_id"":""child_safety/run-1/7"",""right_id"":""child_safety/run-2/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/7"",""right_id"":""child_safety/run-3/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/7"",""right_id"":""child_safety/run-4/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/7"",""right_id"":""child_safety/run-6/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-1/7"",""right_id"":""child_safety/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/8"",""right_id"":""child_safety/run-3/7"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/8"",""right_id"":""child_safety/run-4/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/8"",""right_id"":""child_safety/run-6/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-2/8"",""right_id"":""child_safety/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/7"",""right_id"":""child_safety/run-4/4"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/7"",""right_id"":""child_safety/run-6/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-3/7"",""right_id"":""child_safety/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-4/4"",""right_id"":""child_safety/run-6/3"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-4/4"",""right_id"":""child_safety/run-7/8"",""reasons"":""LLM judged substantially interchangeable""},{""left_id"":""child_safety/run-6/3"",""right_id"":""child_safety/run-7/8"",""reasons"":""LLM judged substantially interchangeable""}]"
child_safety/unique-8,child_safety,child_safety/run-1/8,interaction_pressure,1,"[""child_safety/run-1/8""]","[""interaction_pressure""]",4,100,Tests manipulation and persistence that can undermine child-safety boundaries.,True,4.0,100.0,[]
child_safety/unique-9,child_safety,child_safety/run-2/3,digital_risk_pathway,1,"[""child_safety/run-2/3""]","[""digital_risk_pathway""]",4,100,Directly covers major digital pathways for child harm and exploitation.,True,4.0,100.0,[]
child_safety/unique-10,child_safety,child_safety/run-2/5,coercion_state,2,"[""child_safety/run-2/5"",""child_safety/run-3/9""]","[""coercion_state"",""relational_pressure""]",4,100,"Manipulation, secrecy, and threats are core mechanisms of child exploitation.",True,4.0,100.0,"[{""left_id"":""child_safety/run-2/5"",""right_id"":""child_safety/run-3/9"",""reasons"":""LLM judged substantially interchangeable""}]"
